price_date,mean_iv_error_pp,median_iv_error_pp,q05_iv_error_pp,q95_iv_error_pp,mae_iv_pp,rmse_iv_pp
2026-02-06,-0.01527833176569148,-0.014785367031838748,-0.6114495101286934,0.8143064679000542,0.41934396920477285,0.5624488541521486
2026-02-09,-0.02330123119380235,-0.05992859802457784,-0.582194951751766,0.8330860079047764,0.4212757746229181,0.6131653851242473
2026-02-10,-0.029208522288981124,-0.02757824944875087,-0.629594124576608,0.8023687621418835,0.42064998281744176,0.5771799322931807
2026-02-11,-0.030202350624290348,-0.04181160968230735,-0.6486953952659975,0.8158341132880318,0.43021252812023275,0.6005484846323967
2026-02-12,-0.03937748206947542,-0.017476987471687355,-0.7557130434381394,0.7381563141481834,0.4110849670342559,0.5016836989409997
2026-02-13,-0.029171757459008935,0.002022748710112099,-0.6350808294915313,0.7670581287385194,0.44978335811824915,0.6803999925752356
2026-02-17,-0.021872750474870528,0.02125919665195708,-0.6407502647916202,0.7729960588156282,0.45305141733286114,0.6882939926269346
2026-02-18,-0.027287071490993513,-0.009297557477083718,-0.6490145643565315,0.8081517816780764,0.4511140062011277,0.6895147148213975
2026-02-19,-0.032701687650512616,-0.00857165913010216,-0.6742933068962669,0.8183287590886934,0.46558619014995073,0.6832860312770337
2026-02-20,-0.02988951987491973,-0.007808419606802897,-0.6609576224812841,0.8394217800492196,0.46242016669120733,0.712637378750245
2026-02-23,-0.040765068500167936,0.043054176126333665,-0.712336905850476,0.7745469960426327,0.4802270814657581,0.6848390714317254
2026-02-24,-0.0314348603610888,-0.0237068753437486,-0.6459998882840754,0.8416142447275274,0.4656641671717621,0.7208751121588043
2026-02-25,-0.027005059249975205,-0.07375205880275626,-0.6249328010971043,0.8713974693906806,0.45299299597971227,0.7424068956166148
2026-02-26,-0.034370768255020605,-0.044591045113431815,-0.7007309148050901,0.8217332971211827,0.43305339971199647,0.6102077823108546
2026-02-27,-0.03866078926873974,-0.06414693499826041,-0.7136468444442143,0.8397933558430881,0.4502108830195028,0.6383211640681363
2026-03-02,-0.03777469906736638,-0.03794293200328758,-0.6916273619208866,0.8346958064042274,0.4654458050788319,0.699598979164116
2026-03-03,-0.04115223317524282,0.018721204357508014,-0.713131301672918,0.8259697846407371,0.4675893447082501,0.6151941539711001
2026-03-04,-0.026639681884185223,-0.029504019875176146,-0.6649273918435721,0.8684091536303978,0.4566380559150279,0.6499999455928895
2026-03-05,-0.0400421448298559,0.030148171130550683,-0.7426821254970233,0.8329892907571634,0.4678342209091028,0.6108640034163687
2026-03-06,-0.05680041683083176,0.010903777498583178,-0.8388573037793008,0.8065092310147723,0.46980746625381026,0.5978516470002464
2026-03-09,-0.01795059009811346,0.14542227584525558,-0.7997387043398128,0.812316272935304,0.5244273797783785,0.7818847057351302
2026-03-10,-0.1111718522497821,0.0028838679364429076,-0.8483909791111077,0.944413908393331,0.6194016533023246,1.0060197296343651
2026-03-11,-0.005724542142325597,0.036702160101703685,-0.7003077166297624,0.822653996493547,0.46191810086911356,0.6231454201773531
2026-03-12,-0.061815102805339826,0.059041378740526396,-0.8602944475684493,0.7413171491961912,0.5242395718600829,0.7716955044531222
2026-03-13,-0.03925814759628817,0.052999152906696434,-0.8196797666138539,0.762750801327941,0.48723795619778326,0.6536612713894623
2026-03-16,-0.013993772850850475,0.04383576860897409,-0.7461054865091354,0.8798520612534153,0.5250132073251702,0.8214627602009745
2026-03-17,-0.023513613323759373,0.05058081243989876,-0.7579070684054459,0.8892424795140699,0.5262975694455595,0.8286240132298761
2026-03-18,-0.04441016713610737,0.041005624254930595,-0.8253933574127834,0.8600784520061509,0.5304397414175347,0.7705727983860474
2026-03-19,-0.03594583627699717,0.10440189872634176,-0.8844481853315878,0.8351806556577259,0.5314287449042643,0.7434360370370271
2026-03-20,-0.052469486063969444,0.0483363060991282,-0.9155187445545548,0.721563320349659,0.49768522873075915,0.6281869262601204
2026-03-23,-0.024563571236575113,0.05117840380441385,-0.8831987632425953,0.9190575828766053,0.532823776731244,0.7468018555073426
2026-03-24,-0.03282136877349039,0.040814803229807795,-0.9181016397969632,0.9444385037538143,0.5486511929219137,0.7745107742583536
2026-03-25,-0.03145628896759204,0.056289726219477254,-0.9121085261243191,0.9424511420257412,0.5373961549382346,0.7191502247363646
2026-03-26,-0.05692221767589157,0.02747526856153315,-1.0248292973482365,0.9550348034913337,0.5702225551034907,0.7244703986863599
2026-03-27,-0.0602124122354588,0.0032142566913695436,-1.0849913985897015,0.7964104723626874,0.56170997982141,0.6885750460168267
2026-03-30,-0.04735153757237871,-0.001561629583196611,-1.0704995321151982,0.8589081597133784,0.5585234507408856,0.6896355733804006
2026-03-31,-0.011245569137478059,0.06288221358473067,-1.0744257202532301,1.000515427816512,0.5565536470095276,0.6876558951893209
2026-04-01,-0.021500927510036058,0.08609477949288458,-1.1730084164331231,0.9808307942540748,0.5957675876951012,0.7741681141537124
2026-04-02,-0.027268810057965547,0.08190273570051754,-1.1280623101487897,0.9692698743131913,0.5854842752707613,0.814507033511493
2026-04-06,-0.02502602756917549,0.05157093267898205,-1.1054651224671264,0.9622265889442004,0.5788767274606433,0.8181037147430927
2026-04-07,-0.0519459822125085,0.057642970594629084,-1.150646284356458,0.978607177765858,0.6063752973941925,0.8378553003140359
2026-04-08,-0.012986098611146885,0.050876268523175616,-0.9108582692495312,1.0922688287539202,0.545588504324677,0.680730554845723
2026-04-09,-0.046272916119444056,0.013776811420462831,-0.910054883509214,1.0635283092684542,0.5413583777044263,0.7207172544151178
2026-04-10,-0.04573570008365556,0.04213753774878204,-0.9161455572091339,0.9982302337916831,0.5801053685483015,0.8828492811080539
2026-04-13,-0.04191738832468459,-0.04823963234332207,-0.8070253287439898,1.0559805605469612,0.5255229244774984,0.7200239676963524
2026-04-14,-0.05522696298031231,0.013915180018386764,-0.8267913690899859,0.9950508628722925,0.5537796775468479,0.9094463329253173
2026-04-15,-0.052964853452219504,-0.07651804838877396,-0.7797030848553387,0.9492267983698376,0.5140400699795347,0.937690482267286
2026-04-16,-0.046934572445490465,-0.0709581576034124,-0.705287784580465,0.9463222183426617,0.48639233952040895,0.8228241669168039
2026-04-17,-0.04257798332311518,-0.04947730220491442,-0.6606145663490078,0.9417937301733291,0.4960752399407372,0.9562582394808075
2026-04-20,-0.043254144703482836,0.015284507851054396,-0.6931700103736007,0.932802073638248,0.5061626756779984,0.9001240903283979
2026-04-21,-0.042018959582951876,-0.014927611835391374,-0.7363985769484727,0.9822875523030341,0.47201887234618695,0.6659509812338086
2026-04-22,-0.0340750922688144,0.013344343105986534,-0.6817268333300613,0.9683554349015466,0.5171458473151564,0.9178807494753324
2026-04-23,-0.03917859619315248,-0.04595518219214778,-0.7146496153075893,0.9719346700751887,0.4622405424300764,0.6616820918516528
2026-04-24,-0.03953209987022824,0.04594891439849702,-0.7048168898128284,0.8911123037526077,0.5032343377296936,0.9029110277363152
2026-04-27,-0.03350175257040506,0.03813230362629816,-0.6935605512021764,0.9194835497306194,0.4950011067943023,0.9124875890909855
2026-04-28,-0.03333699705634805,0.048989604438443024,-0.7783819691392996,0.9669958134649828,0.5427254891819048,0.9359578909323382
2026-04-29,-0.024235412162170546,0.002003427975683092,-0.7163372621264926,0.8909613189490603,0.5006987554255117,0.8868070409781842
2026-04-30,-0.031289454587539234,-0.005790197209237791,-0.6698604214046755,0.9241961912028037,0.4966749427066922,0.913896914690245
2026-05-01,-0.038416695104320844,-0.030628297953499972,-0.6489651437400659,0.8957781703908176,0.4895026677367651,0.9491126272790869
2026-05-04,-0.04210384324091824,-0.008631420217075636,-0.7182522924953993,0.9491846460975595,0.5140112783963056,0.9461806422823684
2026-05-05,-0.04518130942126605,-0.13321945935086954,-0.6134831507803045,0.9794070017429631,0.48224505048788324,0.7771132665659063
2026-05-06,-0.04128960608018187,-0.04495611409180422,-0.5927465630927256,0.8416358066830356,0.4687571226903147,1.0236697995628485
2026-05-07,-0.022681582968411995,0.054989434348307054,-0.6447946874035693,0.6722468140605609,0.479781273555964,1.0078451318097288
2026-05-08,-0.028067333588023363,0.029717040879173595,-0.6480856159762688,0.6077599385533633,0.4513865614237318,0.985886024674485
2026-05-11,-0.03378049539422551,0.03099858176819903,-0.6205819392158546,0.5812909973638791,0.4365432254477053,0.9365300826139455
2026-05-12,-0.0252474972280865,0.033818632516913194,-0.6467712337943071,0.6069396746187017,0.4420364227539275,0.9052723380269283
2026-05-13,-0.04406447432494025,-0.05894321405409131,-0.7011671472663893,0.7660312532402769,0.43750772687374107,0.9314151787534226
2026-05-14,-0.027010686259412033,-0.08278160880715868,-0.5211604755949205,0.6817833153233988,0.4033021479075918,0.9739242165770343
2026-05-15,-0.026343504561370308,-0.0847304603998622,-0.6086043968940891,0.6677043071407807,0.47816272475377153,0.947079140676315
2026-05-18,-0.015207085081835806,-0.05622490108657674,-0.575216792447728,0.6600612627189711,0.44667971874923057,0.9111555070877163
2026-05-19,-0.031589473295754,-0.07711148799532386,-0.6562261381610424,0.737108929371793,0.4948999717535393,0.960242425034705
2026-05-20,-0.040526428544793255,-0.12715890441035438,-0.6351877226667434,0.7747326759982492,0.4265089856801621,0.6838756008130684
2026-05-21,-0.027385123628653533,-0.08728923456588489,-0.5366051954943929,0.7364782273560333,0.4261356344305232,0.8110251995331976
2026-05-22,-0.032095928373297666,-0.13386939276955334,-0.5241728409374846,0.6656680535993997,0.4242172297474989,0.7025534041292704
2026-05-26,-0.03734690960137004,-0.13455392172208036,-0.5736686269656004,0.7753413487646127,0.37819263644666246,0.7178424461839772
2026-05-27,-0.02707130219055286,-0.11597104774278832,-0.5237899717300881,0.7273603324917144,0.37150564836153643,0.7307735518862215
2026-05-28,-0.024205355675922566,-0.09761962214203113,-0.5227172262547279,0.7413348921456209,0.35077316800675035,0.7357969409365771
2026-05-29,-0.011694039413040572,-0.08465269257940111,-0.42712180440124003,0.7756534386720912,0.3561035339950518,0.7699320638840351
2026-06-01,-0.031235513697570334,-0.13053577392950766,-0.5430403378000245,0.8044643122594003,0.40316340255338523,0.8339905933808787
